	One_digit_id	Chain_pdbff	Number_of_residues	UA_Active_site	UA_Binding_site	UA_Cross-link	UA_DNA_binding	UA_Glycosylation	UA_Intramembrane	UA_Lipidation	UA_Natural_variant	UA_Repeat	UA_Site	UA_Transmembrane	UA_Zinc_finger	Helices[G,H,I]	HelicesPercent[G,H,I]	Strands[E,B]	StrandsPercent[E,B]	Loops[E,B]	LoopsPercent[E,B]	pH_pHcrystal	⟨Z⟩_Complex_pH7	⟨Z⟩_Monomer_pH7	⟨Z⟩_Complex_pHcrystal	⟨Z⟩_Monomer_pHcrystal	⟨Z²⟩-⟨Z⟩²_Complex_pH7	⟨Z²⟩-⟨Z⟩²_Monomer_pH7	⟨Z²⟩-⟨Z⟩²_Complex_pHcrystal	⟨Z²⟩-⟨Z⟩²_Monomer_pHcrystal	⟨μ⟩_Complex_pH7	⟨μ⟩_Monomer_pH7	⟨μ⟩_Complex_pHcrystal	⟨μ⟩_Monomer_pHcrystal	⟨μ²⟩-⟨μ⟩²_Complex_pH7	⟨μ²⟩-⟨μ⟩²_Monomer_pH7	⟨μ²⟩-⟨μ⟩²_Complex_pHcrystal	⟨μ²⟩-⟨μ⟩²_Monomer_pHcrystal	SASA_Complex	SASA_Monomer	SASA_interface	Number_of_glycans	Number_of_modelled_residues
8277	7x8w_0	B	237	0	0	0	0	0	0	0	0	0	0	0	0	11	0.05	113	0.48	54	0.23	7.5	8.56	4.99	7.89	4.54	1.7	1.18	1.61	1.02	114.24	112.3	115.03	113.81	909.64	308.13	837.18	294.31	10473.6	11183.7	710.1	0	0
8278	7x8y_0	A	208	0	0	0	0	3	0	0	28	0	0	0	0	27	0.13	42	0.2	48	0.23	7.5	9.61	5.14	9.26	4.84	1.03	0.74	1.15	0.77	79.87	62.27	75.17	61.74	2138.05	755.08	1964.41	777.85	11643.2	12282.4	639.2	1	0
8279	7x8y_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	94	0.41	58	0.25	7.5	9.61	4.49	9.26	4.37	1.03	0.31	1.15	0.41	79.87	28.14	75.17	28.28	2138.05	4.63	1964.41	10.95	11785.7	12313.4	527.7	0	0
8280	7x8z_0	A	194	0	0	0	0	1	0	0	28	0	0	0	0	21	0.11	45	0.23	54	0.28	7.5	0.8	2.14	0.27	1.9	1.26	0.71	1.25	0.75	119.57	39.22	116.76	40.45	1236.7	222.86	1168.2	215.9	9913.2	10865.0	951.8	1	0
8281	7x8z_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	89	0.38	56	0.24	7.5	0.8	-1.34	0.27	-1.58	1.26	0.47	1.25	0.46	119.57	80.59	116.76	79.59	1236.7	153.64	1168.2	160.22	10818.5	11686.9	868.4	0	0
8282	7x90_0	A	194	0	0	0	0	1	0	0	28	0	0	0	0	11	0.06	37	0.19	69	0.36	7.5	6.21	2.23	5.51	1.92	1.42	0.77	1.32	0.78	71.85	36.1	70.67	37.78	331.39	163.55	373.83	157.75	10261.6	11212.0	950.4	0	0
8283	7x90_0	B	226	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	89	0.39	54	0.24	7.5	6.21	3.89	5.51	3.55	1.42	0.66	1.32	0.5	71.85	50.23	70.67	46.99	331.39	62.07	373.83	37.66	10231.4	11180.3	948.9	0	0
8284	7x91_0	A	200	0	0	0	0	2	0	0	28	0	0	0	0	16	0.08	50	0.25	61	0.3	7.5	3.45	3.66	3.1	3.4	1.05	0.5	1.09	0.54	179.03	28.94	175.13	29.15	1160.71	105.78	1074.18	96.28	10689.8	11610.2	920.4	1	0
8285	7x91_0	B	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	103	0.45	61	0.27	7.5	3.45	-0.18	3.1	-0.25	1.05	0.54	1.09	0.57	179.03	99.63	175.13	99.47	1160.71	164.88	1074.18	169.44	10565.0	11477.2	912.2	0	0
8286	7x92_0	A	194	0	0	0	0	1	0	0	28	0	0	0	0	19	0.1	47	0.24	53	0.27	7.5	0.32	2.14	-0.13	1.89	0.96	0.72	0.99	0.77	135.46	44.67	134.43	45.84	62.45	206.65	70.36	200.48	9859.5	10862.5	1003.0	1	0
8287	7x92_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	86	0.37	64	0.28	7.5	0.32	-1.85	-0.13	-2.09	0.96	0.22	0.99	0.21	135.46	101.25	134.43	99.74	62.45	15.89	70.36	24.24	10289.8	11292.3	1002.5	0	0
8288	7x93_0	A	401	0	0	0	0	4	0	0	56	0	0	0	0	55	0.14	99	0.25	99	0.25	7.5	7.36	6.27	6.31	5.72	2.33	0.95	2.16	1.02	124.38	46.12	123.79	46.44	531.8	321.98	479.24	318.48	20143.6	20936.2	792.6	1	0
8289	7x93_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	98	0.43	60	0.26	7.5	7.36	1.11	6.31	0.64	2.33	1.22	2.16	1.05	124.38	81.22	123.79	81.72	531.8	117.0	479.24	115.01	9726.7	10407.2	680.5	0	0
8290	7x94_0	A	198	0	0	0	0	2	0	0	28	0	0	0	0	17	0.09	45	0.23	58	0.29	7.5	1.53	2.66	0.94	2.41	1.47	0.46	1.39	0.48	101.19	32.03	99.17	33.17	1311.06	41.66	1184.61	34.14	9873.7	10760.9	887.2	1	0
8291	7x94_0	B	236	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	92	0.39	61	0.26	7.5	1.53	-1.16	0.94	-1.46	1.46	1.06	1.39	0.98	101.19	55.19	99.17	54.49	1311.06	188.75	1184.61	181.42	10353.2	11211.2	858.0	0	0
8292	7x95_0	A	197	0	0	0	0	1	0	0	28	0	0	0	0	20	0.1	47	0.24	58	0.29	7.5	6.99	2.65	6.38	2.42	1.87	0.46	1.9	0.48	46.93	31.55	44.26	32.42	483.66	30.97	430.06	28.56	9782.1	10729.4	947.3	1	0
8293	7x95_0	B	230	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	101	0.44	59	0.26	7.5	6.99	4.4	6.38	3.98	1.87	1.42	1.9	1.33	46.93	46.93	44.26	47.44	483.66	178.97	430.06	173.96	9374.7	10275.0	900.3	0	0
8294	7x96_0	A	198	0	0	0	0	1	0	0	28	0	0	0	0	30	0.15	42	0.21	48	0.24	7.5	0.31	3.66	-0.39	3.4	0.96	0.51	0.75	0.56	125.43	23.95	122.15	24.03	428.9	74.3	307.59	62.1	9964.7	10941.7	977.0	1	0
8295	7x96_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	12	0.05	113	0.49	46	0.2	7.5	0.31	-3.32	-0.39	-3.79	0.96	0.48	0.75	0.3	125.43	60.8	122.15	61.59	428.9	20.81	307.59	13.56	9977.3	10964.3	987.0	0	0
8296	7x9y_0	A	622	0	16	0	0	0	0	1	30	295	0	0	0	167	0.27	194	0.31	139	0.22	7.5	-8.24	-8.78	-10.76	-10.84	5.15	3.78	3.65	2.68	373.27	237.49	385.79	238.95	2705.4	1206.02	2127.57	1031.76	28234.1	29221.5	987.4	0	7
8297	7x9y_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	106	0.46	54	0.24	7.5	-8.24	0.41	-10.76	0.02	5.15	0.94	3.65	0.8	373.27	90.3	385.79	88.87	2705.4	165.13	2127.57	159.98	11027.9	11888.2	860.3	0	0
8298	7xa3_0	A	568	0	17	0	0	0	0	2	30	295	0	0	0	133	0.23	200	0.35	133	0.23	7.5	-7.93	-8.56	-10.32	-10.42	3.73	3.03	2.65	1.96	486.76	338.45	503.91	343.2	1758.29	973.2	1339.68	765.39	26910.7	27884.0	973.3	0	0
8299	7xa3_0	B	230	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	107	0.47	51	0.22	7.5	-7.93	0.45	-10.32	0.04	3.73	0.96	2.65	0.83	486.76	92.62	503.91	90.96	1758.29	163.12	1339.68	151.55	10767.8	11634.9	867.1	0	0
8300	7xat_0	A	564	0	16	0	0	0	0	0	13	295	0	0	0	105	0.19	196	0.35	162	0.29	7.5	-9.57	-9.63	-11.84	-11.45	3.55	2.88	2.47	1.85	478.1	332.5	493.55	336.51	2212.41	1077.7	1799.2	934.26	25713.1	26716.4	1003.3	0	0
8301	7xat_0	B	233	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	110	0.47	59	0.25	7.5	-9.57	-0.0	-11.84	-0.48	3.55	0.76	2.47	0.56	478.1	91.89	493.55	89.97	2212.41	166.93	1799.2	157.54	10479.3	11371.4	892.1	0	0
8302	7xau_0	A	622	0	16	0	0	0	0	0	13	295	0	0	0	125	0.2	191	0.31	180	0.29	7.5	-9.41	-9.44	-11.9	-11.45	4.14	3.53	3.04	2.52	379.57	243.31	395.75	246.49	2813.19	1477.81	2387.17	1271.24	27494.5	28500.6	1006.1	0	0
8303	7xau_0	B	233	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	102	0.44	58	0.25	7.5	-9.41	-0.01	-11.9	-0.47	4.14	0.76	3.04	0.56	379.57	91.48	395.75	89.41	2813.19	165.91	2387.17	157.14	10594.0	11490.9	896.9	0	0
8304	7xav_0	A	622	0	16	0	0	0	0	0	13	295	0	0	0	131	0.21	176	0.28	180	0.29	7.5	-9.63	-9.66	-12.18	-11.73	3.99	3.23	2.84	2.25	375.23	237.43	391.0	239.73	2769.66	1301.7	2352.36	1112.9	27489.6	28525.5	1035.9	0	0
8305	7xav_0	B	233	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	106	0.45	60	0.26	7.5	-9.63	0.0	-12.18	-0.47	3.99	0.76	2.84	0.56	375.23	93.38	391.0	91.24	2769.66	168.39	2352.36	158.64	10522.6	11430.1	907.5	0	0
8306	7xbd_0	A	580	0	0	0	0	0	0	0	17	295	0	0	0	131	0.23	166	0.29	141	0.24	7.5	-3.56	-3.69	-5.58	-5.2	3.55	2.76	2.52	2.04	393.04	306.34	400.49	307.15	1698.59	1059.12	1382.4	948.39	28708.3	29707.5	999.2	0	12
8307	7xbd_0	B	233	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	95	0.41	59	0.25	7.5	-3.56	-0.01	-5.58	-0.47	3.55	0.76	2.52	0.55	393.04	92.34	400.49	90.21	1698.59	177.69	1382.4	168.73	11665.3	12557.0	891.7	0	0
8308	7xck_0	A	269	0	0	0	0	4	0	0	30	0	0	0	0	28	0.1	83	0.31	62	0.23	8.0	13.98	6.75	11.85	5.87	1.53	0.57	1.82	0.91	153.0	173.27	145.58	163.92	805.34	426.11	686.76	595.94	14358.6	15105.9	747.3	0	0
8309	7xck_0	B	440	0	0	0	0	0	0	0	0	0	0	0	0	23	0.05	207	0.47	100	0.23	8.0	13.98	7.29	11.85	5.99	1.53	1.0	1.82	0.88	153.0	104.37	145.58	104.9	805.34	154.66	686.76	124.3	19981.0	20722.2	741.2	0	5
8310	7xco_1	A	1101	0	0	0	0	0	0	0	0	0	0	0	0	224	0.2	336	0.31	236	0.21	8.0	14.3	7.01	9.1	3.12	3.8	2.56	3.28	2.19	920.75	607.47	942.26	618.42	10462.5	4414.91	6421.79	3482.16	60183.4	60914.5	731.1	15	36
8311	7xco_1	B	440	0	0	0	0	0	0	0	0	0	0	0	0	22	0.05	204	0.46	100	0.23	8.0	14.3	7.3	9.1	5.99	3.8	1.0	3.28	0.9	920.75	99.02	942.26	99.48	10462.5	154.0	6421.79	120.54	20186.5	20921.3	734.8	0	5
8312	7xcp_0	A	195	0	0	0	0	1	0	0	28	0	0	0	0	23	0.12	54	0.28	55	0.28	7.0	5.9	5.2	5.9	5.2	1.3	0.81	1.3	0.81	194.18	126.5	194.18	126.5	314.87	391.9	314.87	391.9	9750.9	10649.5	898.6	1	0
8313	7xcp_0	B	226	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	120	0.53	50	0.22	7.0	5.9	0.73	5.9	0.73	1.3	0.51	1.3	0.51	194.18	33.89	194.18	33.89	314.87	14.95	314.87	14.95	9333.1	10278.6	945.5	0	0
8314	7xcz_0	A	196	0	0	0	0	1	0	0	28	0	0	0	0	15	0.08	49	0.25	58	0.3	8.0	10.6	4.59	8.62	3.78	1.37	0.48	1.85	0.87	66.2	69.36	68.98	67.71	308.66	151.88	328.39	202.03	9662.2	10402.3	740.1	0	0
8315	7xcz_0	B	438	0	0	0	0	0	0	0	0	0	0	0	0	16	0.04	212	0.48	101	0.23	8.0	10.6	6.01	8.62	4.81	1.37	0.89	1.85	0.96	66.2	92.09	68.98	91.24	308.66	104.43	328.39	96.15	19197.8	19809.8	612.0	0	0
8316	7xcz_1	A	196	0	0	0	0	1	0	0	28	0	0	0	0	15	0.08	48	0.24	58	0.3	8.0	9.35	4.59	7.18	3.78	1.75	0.48	1.98	0.87	53.56	69.36	53.4	67.71	846.44	151.88	779.79	202.03	9253.3	10402.3	1149.0	0	0
8317	7xcz_1	B	435	0	0	0	0	0	0	0	0	0	0	0	0	18	0.04	206	0.47	104	0.24	8.0	9.35	4.78	7.18	3.35	1.75	1.38	1.98	1.16	53.56	69.5	53.4	72.68	846.44	688.0	779.79	740.67	19567.1	20687.2	1120.1	0	0
8318	7xd2_2	A	1070	0	0	0	0	21	0	0	99	0	2	0	0	213	0.2	317	0.3	225	0.21	8.0	3.2	0.0	-0.92	-3.47	3.24	2.48	3.18	2.25	639.79	429.43	653.1	444.58	11749.4	5786.66	9924.75	4854.23	56788.8	57471.1	682.3	0	14
8319	7xd2_2	B	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	70	0.32	65	0.29	8.0	3.2	3.29	-0.92	2.63	3.24	0.88	3.18	0.8	639.79	52.76	653.1	52.09	11749.4	102.87	9924.75	108.85	10269.9	10837.3	567.4	0	0
8320	7xda_0	A	195	0	0	0	0	1	0	0	28	0	0	0	0	19	0.1	55	0.28	54	0.28	8.0	9.32	4.62	7.14	3.8	1.81	0.51	1.83	0.89	55.08	68.32	56.52	67.54	897.59	147.82	832.15	185.48	9522.4	10618.7	1096.3	0	0
8321	7xda_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	19	0.04	211	0.49	103	0.24	8.0	9.32	4.79	7.14	3.36	1.81	1.39	1.83	1.14	55.08	72.61	56.52	74.68	897.59	666.97	832.15	686.1	19366.0	20474.0	1108.0	0	0
8322	7xda_1	A	195	0	0	0	0	1	0	0	28	0	0	0	0	19	0.1	55	0.28	54	0.28	8.0	10.06	4.62	8.02	3.8	1.64	0.51	2.03	0.89	80.51	68.32	85.96	67.54	817.86	147.82	993.82	185.48	9935.1	10618.7	683.6	0	0
8323	7xda_1	B	441	0	0	0	0	0	0	0	0	0	0	0	0	19	0.04	208	0.47	100	0.23	8.0	10.06	5.46	8.02	4.18	1.64	1.14	2.03	1.24	80.51	99.24	85.96	98.89	817.86	963.38	993.82	1011.78	20414.0	20978.4	564.4	0	0
8324	7xdb_1	A	1082	0	0	0	0	0	0	0	0	0	0	0	0	229	0.21	337	0.31	240	0.22	8.0	8.77	7.16	4.4	3.45	3.64	2.55	3.78	2.27	417.45	370.55	444.83	379.24	11402.5	4246.12	11321.4	4557.59	56985.6	57773.0	787.4	8	42
8325	7xdb_1	B	224	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	108	0.48	59	0.26	8.0	8.77	1.62	4.4	1.05	3.64	0.97	3.78	1.13	417.45	68.3	444.83	69.18	11402.5	108.05	11321.4	121.61	9525.2	10139.5	614.3	0	0
8326	7xdk_1	A	1044	0	0	0	0	21	0	0	82	0	4	0	0	197	0.19	310	0.3	250	0.24	8.0	5.49	3.36	1.34	-0.28	3.04	2.99	2.72	2.42	446.97	384.81	466.59	385.22	5892.61	4405.38	6186.58	5397.7	56264.7	56972.6	707.9	8	36
8327	7xdk_1	B	228	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	89	0.39	57	0.25	8.0	5.49	2.12	1.34	1.59	3.04	0.2	2.72	0.4	446.97	70.56	466.59	68.4	5892.61	8.93	6186.58	35.04	9721.9	10303.7	581.8	0	0
8328	7xdl_2	A	1042	0	0	0	0	21	0	0	80	0	4	0	0	209	0.2	311	0.3	233	0.22	8.0	7.63	3.16	2.61	-0.42	3.55	2.62	3.3	2.35	698.08	473.63	715.67	482.18	18334.1	5647.43	13111.4	6115.52	56162.9	57277.9	1115.0	8	33
8329	7xdl_2	B	426	0	0	0	0	0	0	0	0	0	0	0	0	29	0.07	196	0.46	91	0.21	8.0	7.63	4.48	2.61	2.99	3.55	1.13	3.3	0.94	698.08	66.66	715.67	69.34	18334.1	470.58	13111.4	429.58	19145.9	20252.8	1106.9	0	0
8330	7xeg_0	A	196	0	0	0	0	1	0	0	28	0	0	0	0	33	0.17	59	0.3	42	0.21	8.0	8.81	3.64	7.05	2.96	1.46	0.46	1.83	0.76	106.16	66.9	104.16	66.94	1686.56	126.78	1689.22	146.94	9310.0	10348.9	1038.9	0	0
8331	7xeg_0	B	433	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	223	0.52	90	0.21	8.0	8.81	5.14	7.05	4.11	1.46	0.96	1.83	1.13	106.16	97.86	104.16	94.2	1686.56	589.98	1689.22	629.96	17780.2	18804.1	1023.9	0	0
8332	7xei_1	A	195	0	0	0	0	1	0	0	28	0	0	0	0	33	0.17	56	0.29	41	0.21	7.0	7.29	2.14	7.29	2.14	1.71	0.71	1.71	0.71	120.45	36.52	120.45	36.52	2936.72	242.09	2936.72	242.09	9245.7	10294.4	1048.7	0	0
8333	7xei_1	B	433	0	0	0	0	0	0	0	0	0	0	0	0	21	0.05	229	0.53	94	0.22	7.0	7.29	5.16	7.29	5.16	1.71	0.97	1.71	0.97	120.45	96.62	120.45	96.62	2936.72	616.88	2936.72	616.88	17697.9	18751.2	1053.3	0	0
8334	7xh8_0	A	177	0	0	0	0	0	0	0	0	0	0	0	0	33	0.19	50	0.28	41	0.23	7.4	10.02	5.54	9.77	5.34	1.23	0.43	1.3	0.5	98.48	103.5	98.69	101.86	274.89	72.05	299.69	82.74	9146.5	9921.1	774.6	0	0
8335	7xh8_0	B	227	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	109	0.48	51	0.22	7.4	10.02	4.46	9.77	4.4	1.23	0.84	1.3	0.9	98.48	51.69	98.68	51.5	274.89	140.4	299.69	143.21	10173.6	10941.4	767.8	0	0
8336	7xic_1	A	1029	0	0	0	0	0	0	0	0	0	0	0	0	224	0.22	320	0.31	198	0.19	8.0	6.81	6.29	2.49	2.44	3.39	2.76	2.88	2.36	542.48	604.72	571.14	612.79	9092.4	6610.89	8676.94	6761.81	61009.0	61982.1	973.1	16	30
8337	7xic_1	B	237	0	0	0	0	0	0	0	0	0	0	0	0	12	0.05	115	0.49	53	0.22	8.0	6.81	0.47	2.49	-0.0	3.39	0.42	2.88	0.56	542.48	65.38	571.14	64.8	9092.4	203.71	8676.94	215.88	9495.9	10555.4	1059.5	0	0
8338	7xik_0	A	195	0	0	0	0	1	0	0	28	0	0	0	0	26	0.13	58	0.3	43	0.22	5.0	11.68	5.69	21.35	8.52	1.49	0.55	4.04	1.32	71.77	110.58	103.84	98.06	457.96	191.61	1990.55	283.91	9223.2	10417.4	1194.2	0	0
8339	7xik_0	B	434	0	0	0	0	0	0	0	0	0	0	0	0	31	0.07	229	0.53	79	0.18	5.0	11.68	5.9	21.35	12.86	1.49	0.86	4.04	2.88	71.77	80.46	103.84	121.01	457.96	180.2	1990.55	861.87	18678.8	19906.6	1227.8	0	0
8340	7xil_0	A	196	0	0	0	0	1	0	0	28	0	0	0	0	28	0.14	54	0.28	47	0.24	7.0	9.06	3.62	9.06	3.62	1.54	0.45	1.54	0.45	108.68	67.26	108.68	67.26	569.33	74.58	569.33	74.58	9161.3	10297.4	1136.1	1	3
8341	7xil_0	B	432	0	0	0	0	0	0	0	0	0	0	0	0	28	0.06	222	0.51	86	0.2	7.0	9.06	5.39	9.06	5.39	1.54	1.05	1.54	1.05	108.68	88.41	108.68	88.41	569.33	216.56	569.33	216.56	18312.9	19450.5	1137.6	0	3
8342	7xj6_1	A	1071	0	0	0	0	0	0	0	0	0	0	0	0	216	0.2	342	0.32	219	0.2	7.4	10.07	6.02	7.87	4.17	3.35	2.42	2.66	1.8	954.92	744.97	976.16	757.5	10574.8	5292.62	8681.87	3708.83	59473.6	60284.6	811.0	10	36
8343	7xj6_1	B	229	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	111	0.48	58	0.25	7.4	10.07	3.95	7.87	3.63	3.35	1.19	2.66	1.08	954.92	42.08	976.16	42.65	10574.8	48.5	8681.87	45.11	10134.3	10988.8	854.5	0	0
8344	7xj8_0	A	1071	0	0	0	0	0	0	0	0	0	0	0	0	218	0.2	339	0.32	221	0.21	7.4	9.91	6.07	7.75	4.21	3.83	2.3	2.84	1.75	947.66	735.38	969.83	751.06	10850.8	5180.5	8792.26	3716.03	59443.9	60285.5	841.6	10	36
8345	7xj8_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	109	0.48	61	0.27	7.4	9.91	4.0	7.75	3.65	3.83	1.21	2.84	1.11	947.66	43.43	969.83	44.31	10850.8	44.27	8792.26	41.0	10138.3	10970.2	831.9	0	0
8346	7xj9_1	A	194	0	0	0	0	1	0	0	28	0	0	0	0	23	0.12	48	0.25	52	0.27	7.4	9.09	5.19	8.54	4.91	1.99	0.82	1.83	0.78	148.48	132.57	149.96	133.11	730.5	376.29	690.94	346.76	9674.2	10460.0	785.8	0	0
8347	7xj9_1	B	229	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	112	0.49	58	0.25	7.4	9.09	3.98	8.54	3.65	1.99	1.19	1.83	1.09	148.48	40.52	149.96	41.34	730.5	49.98	690.94	46.85	10074.8	10829.9	755.1	0	0
8348	7xjf_0	A	116	0	0	0	0	5	0	0	0	0	0	0	0	18	0.16	53	0.46	21	0.18	5.5	8.16	-1.75	14.44	-0.33	1.64	0.73	3.2	1.22	145.45	52.79	177.47	55.67	1680.55	118.31	3106.53	152.56	5593.3	6242.4	649.1	0	0
8349	7xjf_0	B	439	0	0	0	0	0	0	0	0	0	0	0	0	39	0.09	222	0.51	80	0.18	5.5	8.16	9.89	14.44	14.69	1.64	0.93	3.2	1.92	145.45	51.85	177.47	65.0	1680.55	98.78	3106.53	581.62	18565.8	19169.3	603.5	0	0
8350	7xjh_0	A	571	0	19	1	0	0	0	0	14	295	0	0	0	136	0.24	193	0.34	134	0.23	8.0	1.65	-1.69	-1.1	-4.3	3.07	2.72	2.46	1.9	270.03	321.69	258.99	320.24	1285.67	1096.0	1183.98	1025.4	25367.1	26431.4	1064.3	0	0
8351	7xjh_0	B	128	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	52	0.41	37	0.29	8.0	1.65	3.46	-1.1	3.15	3.07	0.3	2.46	0.57	270.03	40.49	258.99	40.07	1285.67	9.22	1183.98	19.14	5318.9	6444.1	1125.2	0	0
8352	7xji_0	A	571	0	19	1	0	0	0	0	14	295	0	0	0	128	0.22	176	0.31	140	0.25	8.0	1.71	-1.68	-1.07	-4.28	3.06	2.68	2.43	1.86	266.42	320.0	255.4	318.7	1293.23	1089.26	1198.65	1011.04	25475.9	26544.1	1068.2	0	0
8353	7xji_0	B	128	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	52	0.41	33	0.26	8.0	1.71	3.46	-1.07	3.15	3.06	0.3	2.43	0.58	266.42	38.53	255.4	38.05	1293.23	7.6	1198.65	18.07	5279.7	6440.6	1160.9	0	0
8354	7xjj_0	A	563	0	8	0	0	0	0	1	33	295	0	0	0	111	0.2	193	0.34	153	0.27	7.4	-4.41	-5.12	-6.56	-6.64	4.11	3.12	3.04	2.15	340.09	232.7	353.58	234.84	1423.51	747.28	1116.18	621.47	25013.0	26033.0	1020.0	0	10
8355	7xjj_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	107	0.46	56	0.24	7.4	-4.41	0.44	-6.56	0.11	4.11	0.97	3.04	0.83	340.09	91.46	353.58	90.01	1423.51	174.29	1116.18	162.19	10545.3	11429.9	884.6	0	0
8356	7xjk_0	A	567	0	0	0	0	0	0	0	17	295	0	0	0	129	0.23	190	0.34	143	0.25	7.4	-1.74	-2.16	-3.39	-3.42	3.4	2.47	2.61	1.93	352.3	270.24	355.99	270.4	904.51	651.47	745.61	564.4	27975.6	29003.0	1027.4	0	3
8357	7xjk_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	109	0.47	56	0.24	7.4	-1.74	0.45	-3.39	0.11	3.4	0.98	2.61	0.83	352.3	96.82	355.99	95.25	904.51	182.88	745.61	170.45	10914.7	11794.1	879.4	0	1
8358	7xjl_0	A	567	0	0	0	0	0	0	0	17	295	0	0	0	132	0.23	193	0.34	133	0.23	7.4	-1.74	-2.15	-3.37	-3.4	3.42	2.44	2.62	1.94	359.18	281.38	362.91	281.56	883.04	647.52	738.28	561.09	28892.0	29928.6	1036.6	0	3
8359	7xjl_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	112	0.48	57	0.25	7.4	-1.74	0.46	-3.37	0.11	3.42	0.97	2.62	0.83	359.18	90.33	362.91	88.67	883.04	194.16	738.28	181.56	11197.1	12107.5	910.4	0	1
8360	7xk2_0	A	618	0	16	0	0	0	0	0	30	295	0	0	0	152	0.25	179	0.29	154	0.25	7.5	-6.91	-8.38	-9.41	-10.49	4.52	3.71	3.49	2.41	438.0	259.86	448.98	260.83	2431.28	1278.73	1918.29	1051.64	26318.4	27368.5	1050.1	0	0
8361	7xk2_0	B	226	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	77	0.34	53	0.23	7.5	-6.91	1.44	-9.41	1.02	4.52	0.95	3.49	0.76	438.0	67.28	448.98	66.36	2431.28	76.94	1918.29	72.54	10127.4	11031.0	903.6	0	0
8362	7xk9_0	A	457	0	6	0	0	2	0	2	7	0	0	167	0	337	0.74	15	0.03	55	0.12	8.0	9.21	8.59	7.18	6.9	1.75	1.23	1.61	1.12	232.02	259.31	236.43	262.92	317.06	163.05	327.56	138.99	23477.4	24748.9	1271.5	0	3
8363	7xk9_0	B	120	0	0	0	0	0	0	0	0	0	0	0	0	3	0.02	65	0.54	26	0.22	8.0	9.21	0.63	7.18	0.3	1.75	0.38	1.61	0.47	232.02	33.03	236.43	32.76	317.06	92.17	327.56	104.69	5394.0	6650.0	1256.0	0	0
8364	7xka_0	A	457	0	6	0	0	2	0	2	7	0	0	167	0	329	0.72	19	0.04	63	0.14	8.0	9.21	8.58	7.17	6.89	1.74	1.22	1.62	1.13	232.33	260.33	236.62	263.72	323.04	166.09	333.67	145.33	23387.8	24607.9	1220.1	0	3
8365	7xka_0	B	120	0	0	0	0	0	0	0	0	0	0	0	0	3	0.02	66	0.55	25	0.21	8.0	9.21	0.63	7.17	0.3	1.74	0.38	1.62	0.47	232.33	33.09	236.62	32.82	323.03	91.47	333.67	104.04	5394.7	6621.3	1226.6	0	0
8366	7xkd_0	A	632	0	19	1	0	0	0	0	33	295	0	0	0	161	0.25	195	0.31	156	0.25	7.5	2.64	-0.75	0.77	-2.61	3.49	3.31	2.8	2.42	158.41	210.7	152.72	210.3	977.85	678.97	767.43	534.12	27863.7	29280.9	1417.2	0	13
8367	7xkd_0	B	128	0	0	0	0	0	0	0	0	0	0	0	0	9	0.07	57	0.45	32	0.25	7.5	2.64	3.47	0.77	3.39	3.49	0.31	2.8	0.37	158.41	42.97	152.72	42.95	977.85	5.93	767.43	7.74	4992.2	6468.3	1476.1	0	0
8368	7xke_0	A	574	0	0	0	0	0	0	0	17	295	0	0	0	130	0.23	188	0.33	141	0.25	7.5	3.74	0.35	2.16	-1.27	2.99	2.82	2.34	2.01	245.22	301.11	238.58	300.8	1207.44	914.14	1122.06	823.85	25210.7	26443.2	1232.5	0	0
